Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
19016,7213,514,542,Second Class,AM-10705,United States,Kirkwood,Missouri,63122,,OFF-BI-10002813,OfficeSupply,Binders,Avery Reinforcements for Hole-Punch Pages,698.3852,4,0.8,-172.3018
19017,9488,1136,1160,Same Day,CS-12400,United States,Hialeah,Florida,33012,South,OFF-PA-10001685,OfficeSupply,Paper,Easy-staple paper,878.5281,6,0.1,243.9673
19018,1737,798,818,Second Class,MC-18130,United States,Lincoln Park,Michigan,48146,,OFF-ST-10001370,OfficeSupply,Storage,Sensible Storage WireTech Storage Systems,542.8272,12,0.0,400.7051
19019,8869,91,99,Same Day,BE-11410,United States,Atlanta,Georgia,30318,South,OFF-PA-10000141,OfficeSupply,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",944.7779,5,0.32,159.3306
19020,8974,373,405,Same Day,FM-14215,United States,Champaign,Illinois,61821,,FUR-FU-10001488,Furni,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",0.01,14,0.2,0.0004
19021,2743,1257,1285,Same Day,SJ-20125,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001051,technologies,Phones,HTC One,572.3649,1,0.3,-60.2905
19022,58,669,693,Standard Class,SW-20245,United States,Farmington,New Mexico,87401,West,OFF-EN-10001099,OfficeSupply,Envelopes,Staple envelope,164.3477,13,0.15,18.5808
19023,2423,796,828,Second Class,KD-16615,United States,Midland,Michigan,48640,Central,OFF-AR-10001427,OfficeSupply,Art,Newell 330,159.4706,3,0.3,-41.7422
19024,11310,1193,1209,Same Day,BO-11350,United States,Palm Coast,Florida,32137,South,OFF-AR-10002578,OfficeSupply,Art,Newell 335,0.01,8,0.8,-0.0056
19025,8169,1048,1060,Second Class,JF-15190,United States,Pocatello,Idaho,83201,West,TEC-AC-10000109,technologies,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,721.0481,13,0.32,25.3832
19026,4211,441,457,First Class,TB-21190,United States,Tyler,Texas,75701,Central,OFF-PA-10000605,OfficeSupply,Paper,Xerox 1950,529.7625,13,0.32,148.3577
19027,3324,133,165,Second Class,PJ-18835,United States,Gulfport,Mississippi,39503,South,OFF-ST-10001780,OfficeSupply,Storage,Tennsco 16-Compartment Lockers with Coat Rack,399.7967,13,0.45,-111.64
19028,10869,570,598,First Class,TC-20980,United States,Riverside,California,92503,West,OFF-AR-10004260,OfficeSupply,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,1068.8928,7,0.6,-94.6948
19029,10562,102,134,First Class,CJ-12010,United States,Huntsville,Alabama,35810,South,OFF-ST-10001713,OfficeSupply,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",0.01,1,0.4,-0.001
19030,696,634,654,First Class,MB-17305,United States,Fort Lauderdale,Florida,33311,South,OFF-AR-10000246,OfficeSupply,Art,Newell 318,0.01,8,0.4,-0.0006
19031,3001,222,243,Second Class,BT-11485,United States,Rio Rancho,New Mexico,87124,West,TEC-AC-10004396,technologies,Accessories,Logitech Keyboard K120,0.01,13,,-0.0061
19033,8523,945,965,Same Day,GT-14755,United States,Independence,Missouri,64055,--,OFF-LA-10003663,OfficeSupply,Labels,Avery 498,0.01,10,0.7,-0.0038
19034,2057,602,630,Second Class,TC-20980,United States,Peoria,Illinois,61604,Central,OFF-ST-10004950,OfficeSupply,Storage,Acco Perma 3000 Stacking Storage Drawers,217.904,2,0.32,102.0598
19035,1492,1155,1175,Second Class,VF-21715,United States,New Castle,Indiana,47362,,OFF-AP-10003860,OfficeSupply,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,802.8004,7,0.32,-31.1586
19036,2245,367,395,Standard Class,DV-13465,United States,Bossier City,Louisiana,71111,South,OFF-ST-10000060,OfficeSupply,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,1413.9018,13,0.0,1035.9372
19037,4329,677,697,First Class,SC-20770,United States,Roswell,Georgia,30076,South,FUR-FU-10004864,Furni,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",0.01,13,0.2,0.0024
19038,5702,1294,1310,First Class,AH-10030,United States,Davis,California,95616,West,OFF-AR-10001972,OfficeSupply,Art,Newell 323,0.01,9,0.15,0.0014
19039,1963,173,181,Same Day,AG-10765,United States,Franklin,Tennessee,37064,South,TEC-PH-10002468,technologies,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",284.3448,5,0.8,-58.0535
19040,9140,1287,1311,Standard Class,RP-19270,United States,Denver,Colorado,80219,West,TEC-PH-10004071,Tech,Phones,PayAnywhere Card Reader,0.01,11,0.2,
19041,10337,686,702,Same Day,ED-13885,United States,Bridgeton,New Jersey,8302,--,TEC-AC-10000109,technologies,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,0.01,11,0.8,-0.0048
19042,7823,1120,1132,First Class,PO-19180,United States,Cincinnati,Ohio,45231,--,OFF-PA-10002377,OfficeSupply,Paper,Xerox 1916,457.8297,6,0.6,-170.1037
19043,909,979,1011,Standard Class,JJ-15760,United States,Rockford,Illinois,61107,Central,TEC-AC-10004708,Tech,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,208.1011,2,0.45,-86.9141
19044,3550,354,382,Same Day,BN-11470,United States,Haltom City,Texas,76117,Central,FUR-FU-10004973,Furni,Furnishings,Flat Face Poster Frame,68.1445,4,0.15,19.7169
19045,1833,1132,1140,Standard Class,MV-18190,United States,Indianapolis,Indiana,46203,Central,OFF-SU-10004261,OfficeSupply,Supplies,"Fiskars 8"" Scissors, 2/Pack",0.01,10,0.7,-0.005
19046,5652,323,351,Standard Class,VB-21745,United States,Mcallen,Texas,78501,Central,OFF-ST-10001713,OfficeSupply,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",0.01,5,0.32,-0.0008
19047,9849,853,881,Second Class,CC-12430,United States,Whittier,California,90604,West,FUR-FU-10002445,Furni,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",147.4294,11,0.2,-2.83
19048,2328,675,699,First Class,RA-19945,United States,Delray Beach,Florida,33445,South,OFF-PA-10003063,OfficeSupply,Paper,EcoTones Memo Sheets,49.9646,12,0.7,-0.7003
19049,6660,713,741,Second Class,EJ-14155,United States,Rochester,New York,14609,East,OFF-FA-10000490,OfficeSupply,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1434.4105,3,0.15,163.6506
19050,1358,1051,1063,Second Class,VG-21805,United States,Aurora,Colorado,80013,West,TEC-AC-10000158,Tech,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,0.01,13,0.5,-0.0002
19051,7475,950,954,First Class,TC-20980,United States,Spokane,Washington,99207,West,OFF-AR-10004602,OfficeSupply,Art,Boston KS Multi-Size Manual Pencil Sharpener,104.1193,5,0.1,-4.5123
19052,2223,1121,1137,Same Day,DO-13645,United States,San Antonio,Texas,78207,Central,OFF-BI-10003727,OfficeSupply,Binders,Avery Durable Slant Ring Binders With Label Holder,447.9673,1,,-174.8197
19053,1092,1063,1091,Second Class,LW-16990,United States,Brownsville,Texas,78521,--,OFF-BI-10001120,OfficeSupply,Binders,Ibico EPK-21 Electric Binding System,1138.5595,14,,-224.1806
19054,2785,466,474,First Class,GH-14485,United States,Wilmington,North Carolina,28403,--,OFF-PA-10000673,OfficeSupply,Paper,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",0.01,1,0.1,0.0017
19055,11497,393,413,Same Day,ML-18265,United States,Inglewood,California,90301,West,FUR-BO-10000468,Furni,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,0.01,13,0.6,-0.0035
19056,1684,961,965,Second Class,AC-10450,United States,Kenner,Louisiana,70065,South,OFF-AP-10002472,OfficeSupply,Appliances,3M Office Air Cleaner,1201.0588,12,0.7,-778.1887
19057,3124,1141,1169,Same Day,TS-21505,United States,Hagerstown,Maryland,21740,East,FUR-FU-10001487,Furni,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",384.4504,11,0.45,
19058,11114,174,206,Standard Class,EM-13960,United States,Auburn,New York,13021,East,OFF-ST-10003306,OfficeSupply,Storage,Letter Size Cart,155.8325,14,0.1,-19.711
19059,10779,883,899,Second Class,MR-17545,United States,Cranston,Rhode Island,2920,East,FUR-FU-10001488,Furni,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",133.2258,12,0.32,-48.7458
19060,1953,1431,1451,Same Day,PG-18895,United States,Danville,California,94526,--,OFF-SU-10000381,OfficeSupply,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,0.01,6,0.15,-0.0013
19061,755,581,605,Second Class,EB-13750,United States,Sparks,Nevada,89431,West,FUR-TA-10001857,Furni,Tables,Balt Solid Wood Rectangular Table,1301.1267,3,0.6,-563.3359
19062,3503,693,697,Standard Class,HR-14830,United States,Plantation,Florida,33317,South,OFF-BI-10003350,OfficeSupply,Binders,Acco Expandable Hanging Binders,442.5479,3,0.15,
19063,4717,1098,1118,Same Day,FM-14215,United States,Summerville,South Carolina,29483,South,FUR-FU-10002445,Furni,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",438.2008,6,0.3,108.7384
19064,6929,417,449,First Class,TC-21475,United States,Park Ridge,Illinois,60068,Central,FUR-CH-10004853,Furni,Chairs,"Global Manager's Adjustable Task Chair, Storm",834.3505,5,0.2,
19065,4679,336,352,Standard Class,BT-11530,United States,Sioux Falls,South Dakota,57103,Central,OFF-LA-10004055,OfficeSupply,Labels,Color-Coded Legal Exhibit Labels,22.6137,10,0.2,0.0289
19066,6345,20,40,First Class,MN-17935,United States,Danville,California,94526,West,OFF-PA-10003363,OfficeSupply,Paper,Xerox 204,0.01,8,,0.006
19067,8416,567,595,Same Day,JF-15565,United States,Greenville,North Carolina,27834,South,OFF-AR-10003896,OfficeSupply,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",678.8333,8,0.45,-66.8216
19068,9489,1166,1178,Standard Class,DS-13180,United States,Cary,North Carolina,27511,South,TEC-PH-10001870,Tech,Phones,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,391.5579,13,0.45,-165.0083
19069,7889,672,684,Second Class,SS-20590,United States,Champaign,Illinois,61821,Central,OFF-ST-10003641,OfficeSupply,Storage,Space Solutions Industrial Galvanized Steel Shelving.,0.01,11,0.2,0.0021
19070,6287,535,543,Second Class,NZ-18565,United States,Lafayette,Indiana,47905,,FUR-TA-10001768,Furni,Tables,Hon Racetrack Conference Tables,249.5941,7,,-1.444
19071,9761,391,411,First Class,KC-16540,United States,Citrus Heights,California,95610,West,TEC-AC-10004855,Tech,Accessories,V7 USB Numeric Keypad,123.4493,2,0.6,-102.4995
19072,2471,199,211,Second Class,DM-13015,United States,Laurel,Maryland,20707,East,OFF-BI-10004140,OfficeSupply,Binders,Avery Non-Stick Binders,172.0853,2,0.6,-75.9136
19073,8103,681,709,Same Day,ED-13885,United States,Aberdeen,South Dakota,57401,Central,TEC-MA-10000488,Tech,Machines,Bady BDG101FRU Card Printer,584.7292,1,0.45,-43.2
19074,5078,1322,1334,Standard Class,TS-21205,United States,Parker,Colorado,80134,,TEC-PH-10002549,Tech,Phones,Polycom SoundPoint IP 450 VoIP phone,0.01,14,0.0,0.0011
19075,10831,1124,1136,Second Class,BD-11320,United States,Mansfield,Texas,76063,Central,OFF-BI-10003676,OfficeSupply,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",0.01,12,0.6,-0.0007
19076,7434,833,857,Second Class,AS-10090,United States,Harlingen,Texas,78550,Central,OFF-EN-10003286,OfficeSupply,Envelopes,Staple envelope,202.0454,3,0.15,84.5423
19077,10731,327,347,Standard Class,TP-21565,United States,York,Pennsylvania,17403,East,TEC-CO-10003236,Tech,Copiers,Canon Image Class D660 Copier,0.01,6,0.3,-0.0009
19078,5706,1347,1379,First Class,TT-21220,United States,La Mesa,California,91941,West,OFF-AR-10003986,OfficeSupply,Art,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,0.01,4,0.7,
19079,4909,443,447,First Class,FH-14350,United States,Quincy,Illinois,62301,Central,FUR-FU-10001706,Furni,Furnishings,Longer-Life Soft White Bulbs,0.01,12,0.45,-0.0027
19080,4099,18,34,First Class,BS-11365,United States,Sheboygan,Wisconsin,53081,Central,TEC-AC-10003447,Tech,Accessories,Micropad Numeric Keypads,659.8852,8,0.7,-132.1149
19081,6148,1222,1238,Second Class,TC-20980,United States,Akron,Ohio,44312,East,TEC-AC-10001714,technologies,Accessories,Logitech MX Performance Wireless Mouse,849.7519,8,0.45,-248.0869
19082,2372,741,761,Standard Class,DS-13030,United States,Rancho Cucamonga,California,91730,West,OFF-LA-10003923,OfficeSupply,Labels,Alphabetical Labels for Top Tab Filing,0.01,14,0.4,-0.001
19083,8220,276,296,Same Day,MH-18115,United States,Saint Cloud,Minnesota,56301,Central,FUR-FU-10004845,Furni,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat",855.1098,13,0.8,-192.4245
19084,3982,592,612,Second Class,CS-11950,United States,Pensacola,Florida,32503,South,OFF-PA-10001763,OfficeSupply,Paper,Xerox 1896,834.8858,13,0.1,198.6958
19085,3386,223,227,Second Class,CC-12550,United States,Jackson,Tennessee,38301,South,OFF-BI-10002215,OfficeSupply,Binders,"Wilson Jones Hanging View Binder, White, 1""",461.7462,5,0.8,-70.704
19086,2295,716,744,First Class,DM-13015,United States,Covington,Washington,98042,West,OFF-AP-10004532,OfficeSupply,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,0.01,1,0.3,
19087,10653,1254,1258,Second Class,SC-20380,United States,Knoxville,Tennessee,37918,South,OFF-PA-10002160,OfficeSupply,Paper,Xerox 1978,1448.7869,12,0.2,227.9184
19088,6521,964,996,Second Class,DV-13045,United States,Bakersfield,California,93309,West,OFF-PA-10000740,OfficeSupply,Paper,Xerox 1982,0.01,7,0.3,-0.0047
19089,11152,59,63,First Class,MO-17950,United States,Hamilton,Ohio,45011,East,OFF-FA-10000992,OfficeSupply,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",0.01,4,0.4,0.0014
19090,10682,110,142,First Class,KM-16375,United States,La Crosse,Wisconsin,54601,Central,OFF-PA-10002741,OfficeSupply,Paper,Xerox 1980,0.01,4,0.8,-0.0077
19091,7163,380,388,Standard Class,CB-12535,United States,Rochester Hills,Michigan,48307,Central,OFF-FA-10000624,OfficeSupply,Fasteners,OIC Binder Clips,35.0013,1,0.32,-6.0389
19092,11660,1203,1223,Standard Class,LD-16855,United States,El Cajon,California,92020,West,TEC-PH-10001448,Tech,Phones,Anker Astro 15000mAh USB Portable Charger,34.5352,4,0.4,-11.3224
19093,4182,1126,1154,Second Class,ZC-21910,United States,Romeoville,Illinois,60441,Central,FUR-CH-10001714,Furni,Chairs,"Global Leather & Oak Executive Chair, Burgundy",263.2367,9,0.32,66.9055
19094,871,757,769,Same Day,RB-19435,United States,La Porte,Texas,77571,Central,OFF-AP-10003590,OfficeSupply,Appliances,Hoover WindTunnel Plus Canister Vacuum,491.4398,1,0.7,-303.31
19095,9921,565,589,First Class,RW-19540,United States,Overland Park,Kansas,66212,Central,TEC-AC-10001101,Tech,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,704.7919,6,0.32,-9.1143
19096,3486,372,380,Second Class,CR-12625,United States,Tuscaloosa,Alabama,35401,South,OFF-AR-10004062,OfficeSupply,Art,Staples in misc. colors,0.01,1,0.5,-0.0042
19097,11469,768,772,First Class,LH-17155,United States,Dearborn Heights,Michigan,48127,Central,OFF-PA-10002968,OfficeSupply,Paper,Xerox 1973,1964.5774,8,0.0,1053.2963
19098,3080,400,428,Same Day,JL-15235,United States,Milwaukee,Wisconsin,53209,Central,OFF-AP-10000124,OfficeSupply,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,0.01,13,0.1,-0.0003
19099,3953,744,760,First Class,VD-21670,United States,Coachella,California,92236,West,TEC-AC-10000057,technologies,Accessories,Microsoft Natural Ergonomic Keyboard 4000,495.2577,4,0.7,-303.3137
19100,8382,1137,1145,First Class,EB-14110,United States,Hamilton,Ohio,45011,East,TEC-AC-10004992,Tech,Accessories,Kingston Digital DataTraveler 64GB USB 2.0,0.01,12,0.6,-0.0038
19101,23,216,224,Standard Class,JS-16030,United States,Bellingham,Washington,98226,West,FUR-TA-10001866,Furni,Tables,Bevis Round Conference Room Tables and Bases,219.6468,12,0.4,-10.81
19102,10175,357,385,Second Class,GD-14590,United States,Kenner,Louisiana,70065,South,TEC-AC-10003614,technologies,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",903.0523,9,0.32,-155.3174
19103,8116,1359,1379,First Class,SH-20635,United States,Sunnyvale,California,94086,West,OFF-AR-10004165,OfficeSupply,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",0.01,9,0.6,0.0013
19104,3368,931,963,First Class,HA-14905,United States,Eagan,Minnesota,55122,Central,OFF-PA-10002764,OfficeSupply,Paper,Easy-staple paper,0.01,11,0.3,-0.0025
19105,8163,141,161,Standard Class,PF-19120,United States,Trenton,Michigan,48183,--,FUR-FU-10001475,Furni,Furnishings,"Contract Clock, 14"", Brown",955.292,7,0.7,
19106,6702,2,29,Same Day,JE-15715,United States,Las Vegas,Nevada,89115,West,FUR-CH-10003774,Furni,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",16.0403,7,0.7,-2.1887
19107,10786,810,842,Second Class,DC-13285,United States,Tampa,Florida,33614,South,FUR-BO-10001972,Furni,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,567.2794,12,0.15,-20.3934
19108,3099,704,732,First Class,DW-13480,United States,Camarillo,California,93010,West,OFF-BI-10004352,OfficeSupply,Binders,Wilson Jones DublLock D-Ring Binders,80.4027,9,0.1,2.4951
19109,2766,1228,1240,Second Class,AR-10345,United States,Waterloo,Iowa,50701,Central,OFF-BI-10004364,OfficeSupply,Binders,Storex Dura Pro Binders,259.6514,1,0.4,-31.2169
19110,6546,917,921,Standard Class,DL-13330,United States,Morristown,New Jersey,7960,--,OFF-AR-10003602,OfficeSupply,Art,"Quartet Omega Colored Chalk, 12/Pack",463.0377,10,0.5,38.7726
19111,1114,957,985,Standard Class,AS-10240,United States,College Station,Texas,77840,Central,FUR-TA-10002356,Furni,Tables,Bevis Boat-Shaped Conference Table,0.01,11,0.45,-0.0031
19112,2860,1098,1110,Second Class,SV-20785,United States,Marietta,Georgia,30062,South,OFF-PA-10001725,OfficeSupply,Paper,Xerox 1892,244.4797,11,,-16.0932
19113,2109,391,399,Same Day,IG-15085,United States,Grove City,Ohio,43123,East,FUR-BO-10003894,Furni,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",365.846,6,0.0,209.9127
19114,5744,1142,1154,Same Day,MC-17605,United States,Auburn,New York,13021,East,TEC-AC-10004001,technologies,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,0.01,4,0.7,-0.0032
19115,6406,393,401,Standard Class,SW-20350,United States,West Jordan,Utah,84084,West,OFF-AP-10001366,OfficeSupply,Appliances,Staple holder,791.7441,3,0.2,192.8786
19116,81,624,628,Standard Class,SS-20140,United States,Chester,Pennsylvania,19013,East,TEC-AC-10000023,technologies,Accessories,"Maxell 74 Minute CD-R Spindle, 50/Pack",662.8957,14,0.5,-261.1954
19117,4085,936,940,Same Day,MS-17530,United States,Frisco,Texas,75034,Central,FUR-TA-10002607,Furni,Tables,KI Conference Tables,0.01,7,,-0.0013
19118,8062,70,90,Second Class,DB-12970,United States,Houston,Texas,77070,Central,TEC-MA-10004212,technologies,Machines,Cisco SPA525G2 5-Line IP Phone,746.7817,12,0.45,-66.457
19119,1512,618,634,First Class,AG-10270,United States,Los Angeles,California,90008,West,FUR-FU-10004306,Furni,Furnishings,Electrix Halogen Magnifier Lamp,1261.9871,11,,622.6685
19120,6470,1402,1406,Second Class,SH-19975,United States,Billings,Montana,59102,West,FUR-TA-10004534,Furni,Tables,Bevis 44 x 96 Conference Tables,838.502,3,0.3,4.7413
19121,4852,279,307,Second Class,DF-13135,United States,Laredo,Texas,78041,Central,OFF-AP-10000804,OfficeSupply,Appliances,Hoover Portapower Portable Vacuum,767.9576,14,0.15,-19.3911
19122,5826,1117,1133,Same Day,MH-18115,United States,Manteca,California,95336,West,FUR-TA-10001691,Furni,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",373.0261,8,0.7,-170.4387
19123,7366,1167,1191,Standard Class,LC-17050,United States,Decatur,Alabama,35601,South,TEC-MA-10004552,technologies,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,0.01,11,0.3,
19124,2160,424,436,First Class,DA-13450,United States,Tinley Park,Illinois,60477,Central,OFF-AR-10002952,OfficeSupply,Art,Stanley Contemporary Battery Pencil Sharpeners,0.01,13,0.15,0.00
19125,408,911,939,First Class,EA-14035,United States,Jackson,Michigan,49201,Central,OFF-ST-10000615,OfficeSupply,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",0.01,11,0.15,0.0021
19126,9476,346,378,Same Day,KL-16555,United States,Madison,Wisconsin,53711,Central,FUR-FU-10003374,Furni,Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,1272.0881,10,0.0,578.92
19127,3828,673,685,Standard Class,CY-12745,United States,Mentor,Ohio,44060,East,OFF-AR-10004078,OfficeSupply,Art,Newell 312,396.1432,13,0.3,129.2832
19128,8100,971,983,First Class,CG-12040,United States,Warwick,Rhode Island,2886,East,TEC-AC-10000844,technologies,Accessories,Logitech Gaming G510s - Keyboard,268.5666,9,0.15,51.3385
19129,7970,219,235,Second Class,JK-15205,United States,Burbank,California,91505,West,TEC-PH-10003931,Tech,Phones,JBL Micro Wireless Portable Bluetooth Speaker,0.01,7,0.15,0.0002
19131,8517,1058,1070,Standard Class,GD-14590,United States,Coppell,Texas,75019,Central,OFF-PA-10001870,OfficeSupply,Paper,Xerox 202,0.01,4,0.32,0.0009
19132,6315,1265,1289,Second Class,EB-13705,United States,Missoula,Montana,59801,West,OFF-LA-10004409,OfficeSupply,Labels,Avery 492,1038.9778,2,0.45,-283.2845
19133,6754,1411,1415,Second Class,CS-12355,United States,Sioux Falls,South Dakota,57103,Central,FUR-BO-10001918,Furni,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",0.01,3,0.1,0.0015
19134,6869,663,687,Second Class,BT-11485,United States,Sioux Falls,South Dakota,57103,Central,OFF-AR-10000422,OfficeSupply,Art,Pencil and Crayon Sharpener,396.7592,1,0.45,2.7665
19135,10878,556,576,First Class,RM-19750,United States,Lakewood,California,90712,West,OFF-AP-10001962,OfficeSupply,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,0.01,7,0.4,-0.0035
19136,6803,1108,1136,Standard Class,MG-18205,United States,Rochester,New York,14609,East,OFF-AP-10000027,OfficeSupply,Appliances,Hoover Commercial SteamVac,598.4292,1,0.1,113.834
19137,7034,527,559,Standard Class,PM-19135,United States,San Diego,California,92037,West,TEC-AC-10003832,technologies,Accessories,Logitech P710e Mobile Speakerphone,1034.5872,1,0.1,171.3501
19138,3816,1196,1220,Standard Class,ME-17725,United States,Nashua,New Hampshire,3060,East,OFF-ST-10000777,OfficeSupply,Storage,"Companion Letter/Legal File, Black",594.4593,4,0.0,409.3763
19139,8403,1038,1050,Same Day,KD-16345,United States,Maple Grove,Minnesota,55369,Central,FUR-FU-10002759,Furni,Furnishings,12-1/2 Diameter Round Wall Clock,955.6447,3,0.8,-282.7338
19140,1630,0,8,First Class,EB-13930,United States,Kent,Washington,98031,West,OFF-LA-10002195,OfficeSupply,Labels,Avery 481,711.5584,11,0.4,-49.6391
19141,3861,706,718,Same Day,NP-18670,United States,Freeport,New York,11520,East,OFF-AP-10001391,OfficeSupply,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,1079.916,9,0.15,152.5552
19142,364,234,238,Second Class,EC-14050,United States,Columbus,Georgia,31907,South,OFF-FA-10003021,OfficeSupply,Fasteners,Staples,636.9088,6,0.32,-147.3285
19143,5909,580,604,Standard Class,AG-10765,United States,La Porte,Texas,77571,Central,OFF-PA-10002250,OfficeSupply,Paper,Things To Do Today Pad,1195.5325,9,0.3,-234.2965
19144,7204,458,474,Same Day,MH-17620,United States,Oklahoma City,Oklahoma,73120,Central,OFF-AR-10001662,OfficeSupply,Art,Rogers Handheld Barrel Pencil Sharpener,0.01,1,0.5,-0.0032
19145,11025,865,897,Standard Class,JG-15115,United States,Grove City,Ohio,43123,East,FUR-TA-10004607,Furni,Tables,Hon 2111 Invitation Series Straight Table,0.01,5,0.1,0.00
19146,9037,1342,1362,First Class,LB-16735,United States,Buffalo,New York,14215,East,OFF-BI-10003718,OfficeSupply,Binders,GBC Therma-A-Bind 250T Electric Binding System,826.4927,2,0.4,-136.15
19147,2562,101,117,Second Class,AM-10705,United States,Detroit,Michigan,48234,--,OFF-PA-10000477,OfficeSupply,Paper,Xerox 1952,0.01,3,0.0,0.0054
19148,5895,664,688,Second Class,VS-21820,United States,Bristol,Connecticut,6010,East,OFF-EN-10002986,OfficeSupply,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",585.1552,1,0.45,-51.2312
19149,6142,1091,1095,Same Day,BE-11410,United States,Parma,Ohio,44134,,OFF-BI-10004182,OfficeSupply,Binders,Economy Binders,0.01,3,0.15,0.0024
19150,10818,1436,1456,First Class,SC-20230,United States,Yuma,Arizona,85364,West,OFF-BI-10003364,OfficeSupply,Binders,Binding Machine Supplies,453.6258,10,0.0,147.7093
19151,11514,462,482,Second Class,RM-19750,United States,Commerce City,Colorado,80022,West,OFF-AP-10003278,OfficeSupply,Appliances,Belkin 7-Outlet SurgeMaster Home Series,0.01,6,0.1,0.0002
19152,10802,797,817,Second Class,NB-18655,United States,Oceanside,California,92054,West,OFF-PA-10001685,OfficeSupply,Paper,Easy-staple paper,298.7599,5,0.0,-5.9392
19153,2428,752,776,Standard Class,KM-16720,United States,Haltom City,Texas,76117,Central,OFF-PA-10001801,OfficeSupply,Paper,Xerox 193,1266.976,3,0.1,-105.9916
19154,10739,1206,1226,First Class,RP-19855,United States,Sterling Heights,Michigan,48310,Central,OFF-AP-10003884,OfficeSupply,Appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",297.1311,8,0.8,-107.2557
19155,4932,224,253,Same Day,MM-17260,United States,Roseville,Michigan,48066,Central,OFF-PA-10002787,OfficeSupply,Paper,Xerox 227,93.6842,11,0.0,-2.4759
19156,6408,555,571,First Class,TC-21535,United States,Temecula,California,92592,West,TEC-MA-10002109,Tech,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",0.01,13,0.45,-0.0031
19157,2467,762,778,Second Class,ML-17410,United States,Gulfport,Mississippi,39503,--,OFF-AP-10000252,OfficeSupply,Appliances,Harmony HEPA Quiet Air Purifiers,1116.8694,8,,-84.0984
19159,316,374,390,Standard Class,LM-17065,United States,Plano,Texas,75023,Central,OFF-ST-10003996,OfficeSupply,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",0.01,7,0.1,-0.0008
19160,2653,271,299,Second Class,CR-12580,United States,San Bernardino,California,92404,West,OFF-BI-10002827,OfficeSupply,Binders,Avery Durable Poly Binders,388.2415,13,,-98.8468
